extractseqno	prod	source-desc-name	attributegrp	descrip1	descrip2	descrip3	lookupnm	user24	rowpointer
212	ABB ATK185	LUG KIT AF145-AF185 4AWG -300MCM		LUG KIT AF145-AF185 4AWG	-300MCM		30249		911a2a90-25b0-cf93-e814-40a540c70160
213	ABB ATK300/2	LUG KIT (2)4-500MCM (3/K IT)		LUG KIT (2)4-500MCM (3/K	IT)		328483		911a2a90-25b0-cf93-e814-40a530d81960
214	ABB ATK300HK	TERM KIT #4-400 W/HOLDER (3/SET)		TERM KIT #4-400 W/HOLDER	(3/SET)		328627		911a2a90-25b0-cf93-e814-40a530f73160
215	ABB ATK580/2	2/0-500MCM PARALLEL LUG KIT		2/0-500MCM PARALLEL LUG	KIT		352745		911a2a90-25b0-cf93-e814-40a558ee4960
216	ABB B150A1801	.		.			1033171		911a2a90-25b0-cf93-e814-40a5006f6260
217	ABB B7-30-10-84	MINI CONTACTOR		MINI CONTACTOR			804123		911a2a90-25b0-cf93-e814-40a5807b7b60
218	ABB BAT-CG12105H	BATTERIES		BATTERIES			616617		911a2a90-25b0-cf93-e814-5ea5c075efde
219	ABB BAT/CG12105H	BATTERY CG		BATTERY CG			685613		911a2a90-25b0-cf93-e814-5ea5a06e2adf
220	ABB BATX1R	THIN DIE CAST SGLBA		THIN DIE CAST SGLBA			718787		911a2a90-25b0-cf93-e814-5ea580fb44df
221	ABB BATX2R	THIN DIE CAST DBLBA		THIN DIE CAST DBLBA			718790		911a2a90-25b0-cf93-e814-5ea5b83f5fdf
222	ABB BEA16-3	MIDI CLOSE COUPLER MS116 /MS132		MIDI CLOSE COUPLER MS116	/MS132		645700		911a2a90-25b0-cf93-e814-40a5e8d69460
223	ABB BEA16-4	CLOSE COUPLER AF09-16/MS 116/132		CLOSE COUPLER AF09-16/MS	116/132		546070		911a2a90-25b0-cf93-e814-40a5001eae60
224	ABB BEA26-4	CLOSE COUPLER AF26-38		CLOSE COUPLER AF26-38			757732		911a2a90-25b0-cf93-e814-40a5e8c4c960
225	ABB BEA38-4	CLOSE COUPLER AF26-38/MS 132-12...3		CLOSE COUPLER AF26-38/MS	132-12...3		104368		911a2a90-25b0-cf93-e814-40a5c038e760
226	ABB BEA65-4	.		.			448697		911a2a90-25b0-cf93-e814-40a5084d0361
227	ABB BER16-4	REV KIT FOR AF09-16 CONT		REV KIT FOR AF09-16 CONT			442877		911a2a90-25b0-cf93-e814-40a5c0aa1f61
228	ABB BER16V	REVERSING KIT A9-A16 (BE M16-30)		REVERSING KIT A9-A16 (BE	M16-30)		539661		911a2a90-25b0-cf93-e814-40a578403b61
229	ABB BER38-4	REV KIT FOR A26-38 CONT		REV KIT FOR A26-38 CONT			442881		911a2a90-25b0-cf93-e814-40a520775761
230	ABB BER65-4	REV KIT FOR AF40-65 CONT		REV KIT FOR AF40-65 CONT			442884		911a2a90-25b0-cf93-e814-40a5784e7361
231	ABB BER96-4	REV KIT FOR AF80-96 CONT		REV KIT FOR AF80-96 CONT			442886		911a2a90-25b0-cf93-e814-40a528598b61
232	ABB BEY38-4	WYE-DELTA STARTER KIT (1 SBN082713R2000)		WYE-DELTA STARTER KIT (1	SBN082713R2000)		362337		911a2a90-25b0-cf93-e814-40a520bca361
233	ABB BX4	PROTECTIVE COVER AF09-96		PROTECTIVE COVER AF09-96			1080820		911a2a90-25b0-cf93-e814-40a528fbbb61
234	ABB C-2167ZPBL	ILLUM C.16700VA		ILLUM C.16700VA			610250		911a2a90-25b0-cf93-e814-5ea5380e7adf
235	ABB C-2167ZPBM	ILLUM C.16700VA		ILLUM C.16700VA			616616		911a2a90-25b0-cf93-e814-5ea5e81293df
236	ABB C2SS1-10B-10	2POS SELECTOR SWITCH		2POS SELECTOR SWITCH			236103		911a2a90-25b0-cf93-e814-40a528c3d561
237	ABB C2SS2-30B-20	2POS MAIN BLCK 2NO		2POS MAIN BLCK 2NO			982431		911a2a90-25b0-cf93-e814-40a5a884ee61
238	ABB C2SS230B-11	2POS MINT SEL SWITCH NO- NC		2POS MINT SEL SWITCH NO-	NC		745661		911a2a90-25b0-cf93-e814-40a528c90662
239	ABB CA4-01	1NC AUX FRNT MNT FOR AF0 9-6 CONT (1SBN010110R100		1NC AUX FRNT MNT FOR AF0	9-6 CONT (1SBN010110R100	1)	442868		911a2a90-25b0-cf93-e814-40a538c41e62
240	ABB CA4-10	1NO AUX FRNT MNT FOR AF0 9-96 CONT		1NO AUX FRNT MNT FOR AF0	9-96 CONT		442866		911a2a90-25b0-cf93-e814-40a538ea3962
241	ABB CA4-22E	FRNT MNT AUX 2NO/2NC AF2 6-AF38		FRNT MNT AUX 2NO/2NC AF2	6-AF38		70229		911a2a90-25b0-cf93-e814-40a5b0ef5262
242	ABB CA4-22ERT	AUXIL CONTACT, 2NO-2NC, 10A 600VA		AUXIL CONTACT, 2NO-2NC,	10A 600VA		880041		911a2a90-25b0-cf93-e814-40a5b0086c62
243	ABB CA4-22MRT	AUX. CONTACT, 2NO-2NC, 1 0A 600VAC		AUX. CONTACT, 2NO-2NC, 1	0A 600VAC		880040		911a2a90-25b0-cf93-e814-40a5404f8662
244	ABB CA4-22NRT	AUXILIARY CONTACT BLOCK		AUXILIARY CONTACT BLOCK			856677		911a2a90-25b0-cf93-e814-40a5e0e3af9f
245	ABB CA4-40NRT	AUX CONTACT		AUX CONTACT			479986		911a2a90-25b0-cf93-e814-40a5305a9f62
246	ABB CA5-01	1NC AUXILIARY CONTACTOR FRONT		1NC AUXILIARY CONTACTOR	FRONT		529912		911a2a90-25b0-cf93-e814-40a5b002b862
247	ABB CA5-10	1NO AUXILIARY CONTACTOR FRONT		1NO AUXILIARY CONTACTOR	FRONT		529924		911a2a90-25b0-cf93-e814-40a5b03ad062
248	ABB CA5-40ERT	.		.			543460		911a2a90-25b0-cf93-e814-40a55889e862
249	ABB CADP40-10	AUX CONT,SPDT,NO OR NC,D P 20-60		AUX CONT,SPDT,NO OR NC,D	P 20-60		277423		911a2a90-25b0-cf93-e814-40a5684c0163
250	ABB CADP40-11	AUX 1NO/1NC DP20,25,30,4 0		AUX 1NO/1NC DP20,25,30,4	0		222485		911a2a90-25b0-cf93-e814-40a548811963
251	ABB CADP90-11	AUX 1NO/1NC DP75,90		AUX 1NO/1NC DP75,90			222482		911a2a90-25b0-cf93-e814-40a5a8583263
252	ABB CAF6-11M	1NO/1NC FRNT MNT AUX B6/ BC6/B7/BC7		1NO/1NC FRNT MNT AUX B6/	BC6/B7/BC7		315622		911a2a90-25b0-cf93-e814-40a5902a4b63
253	ABB CAL18-11	A95-AF1650 AUXILIARY 1NO /1NC		A95-AF1650 AUXILIARY 1NO	/1NC		296992		911a2a90-25b0-cf93-e814-40a5d0c66463
254	ABB CAL19-11	1NO/NC AUX SIDE MNT FOR AF116-370		1NO/NC AUX SIDE MNT FOR	AF116-370		442876		911a2a90-25b0-cf93-e814-40a558837f63
255	ABB CAL4-11	1NO/NC AUX SIDE MNT FOR AF09-96 CON(1SBN010120R1		1NO/NC AUX SIDE MNT FOR	AF09-96 CON(1SBN010120R1	011)	442874		911a2a90-25b0-cf93-e814-40a548f89763
256	ABB CAL4-11RT	AUX CONTACT 1NO-1NC 10A		AUX CONTACT 1NO-1NC 10A			3667		911a2a90-25b0-cf93-e814-40a5f029c89f
257	ABB CAL5-11	AUX BLK 1NO-1NC		AUX BLK 1NO-1NC			987679		911a2a90-25b0-cf93-e814-40a56077b063
258	ABB CAT4-11E	AUX CONTACT 1NO-1NC (1SB N010151R1011)		AUX CONTACT 1NO-1NC (1SB	N010151R1011)		362339		911a2a90-25b0-cf93-e814-40a588d2c863
259	ABB CE4T-10R-02	40mm TWST-REL RED 2NC		40mm TWST-REL RED 2NC			682453		911a2a90-25b0-cf93-e814-40a58855e163
260	ABB CEPY1-2001	CP,ENCL,YEL,T-R,40MM 2NC L/P		CP,ENCL,YEL,T-R,40MM 2NC	L/P		423130		911a2a90-25b0-cf93-e814-40a57091f963
261	ABB CF9689A83G01	FT1F TEST SWITCH		FT1F TEST SWITCH			926659		911a2a90-25b0-cf93-e814-40a5408fe09f
262	ABB CF991AM26G01	FT-1F SW (incl 1 of 1164 048)		FT-1F SW (incl 1 of 1164	048)		428453		911a2a90-25b0-cf93-e814-40a5c857f99f
263	ABB CL-100G	COMPACT PILOT W/OUT BULB ,GREEN		COMPACT PILOT W/OUT BULB	,GREEN		566696		911a2a90-25b0-cf93-e814-40a540801264
264	ABB CL-100R	COMPACT PILOT W/OUT BULB ,RED		COMPACT PILOT W/OUT BULB	,RED		454616		911a2a90-25b0-cf93-e814-40a538982a64
265	ABB CL-100Y	COMPACT PILOT W/OUT BULB ,YELLOW		COMPACT PILOT W/OUT BULB	,YELLOW		537660		911a2a90-25b0-cf93-e814-40a570654364
266	ABB CL-502W	22MM CPPL WHT LED 24VAC/ DC		22MM CPPL WHT LED 24VAC/	DC		645683		911a2a90-25b0-cf93-e814-40a5a0f95b64
267	ABB CL2-502G	PILOT LIGHT GREEN 24V AC /DC		PILOT LIGHT GREEN 24V AC	/DC		11155		911a2a90-25b0-cf93-e814-40a528f47464
268	ABB CL2-502R	PILOT LIGHT RED 24V AC/D C		PILOT LIGHT RED 24V AC/D	C		236090		911a2a90-25b0-cf93-e814-40a5502a8f64
269	ABB CL2-502Y	YELLOW 22MM 24VAC/DC LED PILOT LIG		YELLOW 22MM 24VAC/DC LED	PILOT LIG		843661		911a2a90-25b0-cf93-e814-40a5781ba864
270	ABB CL2-507G	PILOT LIGHT CL2 GREEN 48 -60V AC/DC		PILOT LIGHT CL2 GREEN 48	-60V AC/DC		142957		911a2a90-25b0-cf93-e814-40a55056c264
271	ABB CL2-507R	PILOT LIGHT RED 48-60VAC /DC		PILOT LIGHT RED 48-60VAC	/DC		517571		911a2a90-25b0-cf93-e814-40a5886edb64
272	ABB CL2-513C	CLEAR 120VAC LED PILOT L IGHT 22MM		CLEAR 120VAC LED PILOT L	IGHT 22MM		747801		911a2a90-25b0-cf93-e814-40a5b80ff664
273	ABB CL2-513G	PL 120V GRN LED CMP (CL- 513G)		PL 120V GRN LED CMP (CL-	513G)		245266		911a2a90-25b0-cf93-e814-40a5b0400e65
274	ABB CL2-513L	120V BLUE LED PILOT LIGH T		120V BLUE LED PILOT LIGH	T		291219		911a2a90-25b0-cf93-e814-40a578152665
275	ABB CL2-513R	PL 120V RED LED CMP (CL- 513R)		PL 120V RED LED CMP (CL-	513R)		245265		911a2a90-25b0-cf93-e814-40a590e53d65
276	ABB CL2-513Y	PL 120V YL LED CMP (CL-5 13Y)		PL 120V YL LED CMP (CL-5	13Y)		250088		911a2a90-25b0-cf93-e814-40a5c0415765
277	ABB CL2-515C	PILOT LIGHT CL2 CLEAR 11 0-130V		PILOT LIGHT CL2 CLEAR 11	0-130V		122559		911a2a90-25b0-cf93-e814-40a5187c6f65
278	ABB CL2-515G	PILOT LIGHT CL2 GREEN 11 0-130VDC		PILOT LIGHT CL2 GREEN 11	0-130VDC		110116		911a2a90-25b0-cf93-e814-40a5986f8865
279	ABB CL2-515L	PILOT LIGHT CL2 BLUE		PILOT LIGHT CL2 BLUE			49932		911a2a90-25b0-cf93-e814-40a54054a165
280	ABB CL2-515R	PILOT LIGHT RED 110-130V DC (1SFA619403R5151)		PILOT LIGHT RED 110-130V	DC (1SFA619403R5151)		98150		911a2a90-25b0-cf93-e814-40a5381bba65
281	ABB CL2-515Y	PILOT LIGHT YELLOW 110-1 30V DC		PILOT LIGHT YELLOW 110-1	30V DC		97364		911a2a90-25b0-cf93-e814-40a58829d465
282	ABB CL2-520G	PILOT LIGHT CL2 GREEN 22 0V DC		PILOT LIGHT CL2 GREEN 22	0V DC		276604		911a2a90-25b0-cf93-e814-40a58041ec65
283	ABB CL2-520R	PILOT LIGHT CL2 RED 220V DC		PILOT LIGHT CL2 RED 220V	DC		276602		911a2a90-25b0-cf93-e814-40a5a07c0466
284	ABB CL2-523L	LED PILOT LIGHT BLUE 230 VAC		LED PILOT LIGHT BLUE 230	VAC		340358		911a2a90-25b0-cf93-e814-40a560d41e66
285	ABB CONTAINMENT	SYSTEM - LOT OF ALL MATL		SYSTEM - LOT OF ALL MATL			1008374		911a2a90-25b0-cf93-e814-48a5486a9c5d
286	ABB CP1-10B-10	CP.PB,MOM,FLS,BLK,1NO,BL K RNG		CP.PB,MOM,FLS,BLK,1NO,BL	K RNG		483684		911a2a90-25b0-cf93-e814-40a5c09f3966
287	ABB CP1-10G-10	CP PB,MOM,FLS,GRN,1NO,BL K RN		CP PB,MOM,FLS,GRN,1NO,BL	K RN		537657		911a2a90-25b0-cf93-e814-40a518255266
288	ABB CP1-10Y-20	.		.			872086		911a2a90-25b0-cf93-e814-40a590946a66
289	ABB CP1-11C-10	CP PB MOM ILL FLSH CLEAR 1NO 24V		CP PB MOM ILL FLSH CLEAR	1NO 24V		818329		911a2a90-25b0-cf93-e814-40a520c88366
290	ABB CP1-11G-10	COMPACT ILL PB FLUSH MOM ,GR		COMPACT ILL PB FLUSH MOM	,GR		645677		911a2a90-25b0-cf93-e814-40a598da9e66
291	ABB CP1-30B-11	BLACK 22MM MOM NO-NC PB		BLACK 22MM MOM NO-NC PB			745663		911a2a90-25b0-cf93-e814-40a558d4b766
292	ABB CP1-30B-20	MOM BLCK 2NO		MOM BLCK 2NO			1032640		911a2a90-25b0-cf93-e814-40a5f0c3d066
293	ABB CP1-30R-11	RED 22MM MOM NO-NC PB		RED 22MM MOM NO-NC PB			745665		911a2a90-25b0-cf93-e814-40a570d0e966
294	ABB CP9-1007	GRN START CMP FLSH PB 1N O/1NC		GRN START CMP FLSH PB 1N	O/1NC		988107		911a2a90-25b0-cf93-e814-40a5e0f40467
295	ABB CP9-1018	RED STOP CMP EXT PB 1NO/ 1NC		RED STOP CMP EXT PB 1NO/	1NC		988108		911a2a90-25b0-cf93-e814-40a5a8271e67
296	ABB CR123C163A	HEATER, OVERLOAD RELAY		HEATER, OVERLOAD RELAY			1007309		911a2a90-25b0-cf93-e814-40a508ff3667
297	ABB CR123H575A	STARTER HEATER		STARTER HEATER			1112581		911a2a90-25b0-cf93-e814-5ea5e82bacdf
298	ABB CR306A002	STARTER		STARTER			1007307		911a2a90-25b0-cf93-e814-40a5c0f14f67
299	ABB CU-1/2	THN3363 DISC		THN3363 DISC			1100551		911a2a90-25b0-cf93-e814-5ea568d4c4df
300	ABB DB16-ABB	PANEL MOUNT ADAPTER T16		PANEL MOUNT ADAPTER T16			873997		911a2a90-25b0-cf93-e814-40a538cc6b67
301	ABB DB19EF	SINGLE MOUNT OVLD KIT FO R EF19		SINGLE MOUNT OVLD KIT FO	R EF19		442966		911a2a90-25b0-cf93-e814-40a5c0438567
302	ABB DB25/25A	MOUNTING KIT 1-25AMP (1S AZ201108R0001)		MOUNTING KIT 1-25AMP (1S	AZ201108R0001)		530185		911a2a90-25b0-cf93-e814-40a5d8909d67
303	ABB DB42	SINGLE MOUNT KIT FOR T42 (1SAZ701902R0001)		SINGLE MOUNT KIT FOR T42	(1SAZ701902R0001)		469994		911a2a90-25b0-cf93-e814-40a5a014b667
304	ABB DB45EF	EF45 SINGLE MOUNTING KIT		EF45 SINGLE MOUNTING KIT			976049		911a2a90-25b0-cf93-e814-40a5f85bd067
305	ABB DB96	SEPERATE MOUNT KIT		SEPERATE MOUNT KIT			638957		911a2a90-25b0-cf93-e814-40a5485de867
306	ABB DMS132-G	MS116/132 DOOR MT KIT IP 65 GY/BK		MS116/132 DOOR MT KIT IP	65 GY/BK		514205		911a2a90-25b0-cf93-e814-40a5a8d00068
307	ABB DP/DIN1-2	DP,DIN-RAIL.ADPT 1-2P,30 -40A		DP,DIN-RAIL.ADPT 1-2P,30	-40A		224969		911a2a90-25b0-cf93-e814-40a5288c1a68
308	ABB DP20C2P-1	20A 2P 120V COIL CONTACT OR		20A 2P 120V COIL CONTACT	OR		222390		911a2a90-25b0-cf93-e814-40a5481f3568
309	ABB DP30C1P-1	30A 1P 120/60 DP CONTACT OR		30A 1P 120/60 DP CONTACT	OR		738677		911a2a90-25b0-cf93-e814-40a598014e68
310	ABB DP30C2P-1	30A 2P 120V DP CONTACTOR		30A 2P 120V DP CONTACTOR			489003		911a2a90-25b0-cf93-e814-40a570296768
311	ABB DP30C2P-2	30A 2P 208/240VAC DP CON TACTOR		30A 2P 208/240VAC DP CON	TACTOR		500980		911a2a90-25b0-cf93-e814-40a5f0428268
312	ABB DP30C2P-C	30A 2P 277VAC CONTACTOR (1SBX103200R1400)		30A 2P 277VAC CONTACTOR	(1SBX103200R1400)		222828		911a2a90-25b0-cf93-e814-40a540a29b68
313	ABB DP30C2P-F	30A 2P 24V COIL CONTACTO R		30A 2P 24V COIL CONTACTO	R		222395		911a2a90-25b0-cf93-e814-40a5e8acb668
314	ABB DP30C3P-1	30A 3P 120/60 COIL CONTA CTOR		30A 3P 120/60 COIL CONTA	CTOR		44205		911a2a90-25b0-cf93-e814-40a52836cf68
315	ABB DP30C3P-2	30A 3P 240V COIL CONTACT OR		30A 3P 240V COIL CONTACT	OR		222415		911a2a90-25b0-cf93-e814-40a5c070e868
316	ABB DP30C3P-C	DP CONTR,30A,3P,277VAC		DP CONTR,30A,3P,277VAC			1028356		911a2a90-25b0-cf93-e814-40a5a8750569
317	ABB DP30C3P-F	30A 3P 24V COIL CONTACTO R		30A 3P 24V COIL CONTACTO	R		222413		911a2a90-25b0-cf93-e814-40a518741e69
318	ABB DP40C2P-1	40A 2P 120V COIL CONTACT OR		40A 2P 120V COIL CONTACT	OR		222410		911a2a90-25b0-cf93-e814-40a5b0633769
319	ABB DP40C2P-2	40A 2P 240/208V COIL CON TACTOR		40A 2P 240/208V COIL CON	TACTOR		222411		911a2a90-25b0-cf93-e814-40a5f8764f69
320	ABB DP40C2P-F	40A 2P 24V COIL CONTACTO R		40A 2P 24V COIL CONTACTO	R		222409		911a2a90-25b0-cf93-e814-40a580e26a69
321	ABB DP40C3P-1	40A 3P 120V COIL CONTACT OR		40A 3P 120V COIL CONTACT	OR		222429		911a2a90-25b0-cf93-e814-40a5e8f28369
322	ABB DP40C3P-2	40A 3P 240/208V COIL CON TACTOR		40A 3P 240/208V COIL CON	TACTOR		222457		911a2a90-25b0-cf93-e814-40a5a8d39c69
323	ABB DP40C3P-F	40A 3P 24V COIL CONTACTO R		40A 3P 24V COIL CONTACTO	R		222421		911a2a90-25b0-cf93-e814-40a5c8d6b569
324	ABB DP40C4P-1	40A 4P 120V COIL CONTACT OR		40A 4P 120V COIL CONTACT	OR		222486		911a2a90-25b0-cf93-e814-40a5d028cf69
325	ABB DP40C4P-2	40A 4P 240/208V COIL CON TACTOR		40A 4P 240/208V COIL CON	TACTOR		222487		911a2a90-25b0-cf93-e814-40a510f1e969
326	ABB DP40C4P-F	DP CONTR,40A,4P,24/60		DP CONTR,40A,4P,24/60			997094		911a2a90-25b0-cf93-e814-40a5c05f026a
327	ABB DP50C3P-1	50A 3P 120VAC COIL CONTA CTOR		50A 3P 120VAC COIL CONTA	CTOR		222466		911a2a90-25b0-cf93-e814-40a5902f1c6a
328	ABB DP50C3P-2	50A 3P 208/240VAC COIL C ONTACTOR		50A 3P 208/240VAC COIL C	ONTACTOR		222467		911a2a90-25b0-cf93-e814-40a500d1376a
329	ABB DP50C3P-F	50A,3P,24VAC DP CONTACTO R		50A,3P,24VAC DP CONTACTO	R		995970		911a2a90-25b0-cf93-e814-40a57848706a
330	ABB DP60C3P-1	60A 3P 120V COIL CONTACT OR		60A 3P 120V COIL CONTACT	OR		222470		911a2a90-25b0-cf93-e814-40a5d838896a
331	ABB DP60C3P-2	60A 3P 240/208V COIL CON TACTOR		60A 3P 240/208V COIL CON	TACTOR		222473		911a2a90-25b0-cf93-e814-40a53080a36a
332	ABB DP60C3P-F	60A 3P 24V COIL CONTACTO R		60A 3P 24V COIL CONTACTO	R		222468		911a2a90-25b0-cf93-e814-40a560fbbb6a
333	ABB DP75C3P-1	75A 3P 120V COIL CONTACT OR		75A 3P 120V COIL CONTACT	OR		222475		911a2a90-25b0-cf93-e814-40a57893d46a
334	ABB DP90C3P-1	90A 3P 120V COIL CONTACT OR		90A 3P 120V COIL CONTACT	OR		222477		911a2a90-25b0-cf93-e814-40a5d8c2ef6a
335	ABB DS-ELEV	NF THN3362 DISC		NF THN3362 DISC			1100539		911a2a90-25b0-cf93-e814-5ea52883dddf
336	ABB DS201-C40A30UL	.		.			1000588		911a2a90-25b0-cf93-e814-40a558e8086b
337	ABB DS201A-C4/0.03	DS201 C4 A30 BREAKER		DS201 C4 A30 BREAKER			662127		911a2a90-25b0-cf93-e814-40a56828226b
338	ABB E94/30CC	E90 CLASS CC FH 4P 30A		E90 CLASS CC FH 4P 30A			1090124		911a2a90-25b0-cf93-e814-40a5c8e03b6b
339	ABB ECB	ENCLOSURE 1SQA001265R000 1		ENCLOSURE 1SQA001265R000	1		1100560		911a2a90-25b0-cf93-e814-5ea5a88ff6df
340	ABB EE08N1EXXX	.		.			1093410		911a2a90-25b0-cf93-e814-5ea5e8310fe0
341	ABB EE32N2ENXX	.		.			1093409		911a2a90-25b0-cf93-e814-5ea5480928e0
342	ABB EF,GWH,RCP	MOTOR STARTER CR101Y1		MOTOR STARTER CR101Y1			1100553		911a2a90-25b0-cf93-e814-5ea5485441e0
343	ABB EF12D-LED	.		.			650429		911a2a90-25b0-cf93-e814-5ea5a06f5ae0
344	ABB EF146-150	54-150A ELEC OVLD FOR AF 116-146		54-150A ELEC OVLD FOR AF	116-146		442925		911a2a90-25b0-cf93-e814-40a58819576b
345	ABB EF19-0.32	0.10-0.32A ELEC OVLD FOR AF09-38		0.10-0.32A ELEC OVLD FOR	AF09-38		442902		911a2a90-25b0-cf93-e814-40a5001f706b
346	ABB EF19-1.0	0.30-1.0A ELEC OVLD FOR AF09-38		0.30-1.0A ELEC OVLD FOR	AF09-38		442904		911a2a90-25b0-cf93-e814-40a508338b6b
347	ABB EF19-18.9	5.70-18.90A ELEC OVLD FO R AF09-38		5.70-18.90A ELEC OVLD FO	R AF09-38		442908		911a2a90-25b0-cf93-e814-40a5d8aba66b
348	ABB EF19-2.7	0.80-2.70A ELEC OVLD FOR AF09-38		0.80-2.70A ELEC OVLD FOR	AF09-38		442905		911a2a90-25b0-cf93-e814-40a5f8f9bf6b
349	ABB EF19-6.3	1.90-6.30A ELEC OVLD FOR AF09-38		1.90-6.30A ELEC OVLD FOR	AF09-38		442906		911a2a90-25b0-cf93-e814-40a5901bd96b
350	ABB EF205-210	63-210A ELEC OVLD FOR AF 190-205		63-210A ELEC OVLD FOR AF	190-205		442927		911a2a90-25b0-cf93-e814-40a5c0f4f26b
351	ABB EF45-30	9-30A ELEC OVLD FOR AF09 -38 CONT (1SAX221001R110		9-30A ELEC OVLD FOR AF09	-38 CONT (1SAX221001R110	1)	442914		911a2a90-25b0-cf93-e814-40a5e8f20d6c
352	ABB EF45-45	15-45 ELEC OLVD FOR AF09 -38 CONT		15-45 ELEC OLVD FOR AF09	-38 CONT		442916		911a2a90-25b0-cf93-e814-40a5d816276c
353	ABB EF65-56	ELECTRONIC OVERLOAD RELA Y		ELECTRONIC OVERLOAD RELA	Y		813528		911a2a90-25b0-cf93-e814-40a5181d406c
354	ABB EF65-70	25-70A ELEC OLVD FOR AF4 0-65 CONT		25-70A ELEC OLVD FOR AF4	0-65 CONT		442919		911a2a90-25b0-cf93-e814-40a590cb5a6c
355	ABB EF96-100	36-100A ELEC OVLD FOR AF 80-96 CONT		36-100A ELEC OVLD FOR AF	80-96 CONT		442922		911a2a90-25b0-cf93-e814-40a5b871736c
356	ABB EHTK210	LUG KIT TA200DU		LUG KIT TA200DU			470001		911a2a90-25b0-cf93-e814-40a578ee8b6c
357	ABB EL-2SQL	.		.			650428		911a2a90-25b0-cf93-e814-5ea5400273e0
358	ABB ELXN400R-2LEDR-AD	.		.			623973		911a2a90-25b0-cf93-e814-5ea5a0568ce0
359	ABB ELXN400R2SQLRAD	.		.			650427		911a2a90-25b0-cf93-e814-5ea51081a6e0
360	ABB ELXN400RN-RAD	.		.			650426		911a2a90-25b0-cf93-e814-5ea55863c2e0
361	ABB ENVISAGE	POWER SYSTEM ASPINWALL		POWER SYSTEM ASPINWALL			1094708		911a2a90-25b0-cf93-e814-5ea5f853dce0
362	ABB EOT540N3PAP-PBA	3P 40A N4X NON-FUSE SWIT CH		3P 40A N4X NON-FUSE SWIT	CH		597290		911a2a90-25b0-cf93-e814-40a58008bf6c
363	ABB EOT63U3P3-P	SWITCH		SWITCH			119806		911a2a90-25b0-cf93-e814-40a598d3db6c
364	ABB EOT63U3P4-P	3P 80A N4X NON-FUSED SWI TCH		3P 80A N4X NON-FUSED SWI	TCH		597293		911a2a90-25b0-cf93-e814-40a5b8eff46c
365	ABB FERRAZ	TRS45R 45A FUSES		TRS45R 45A FUSES			1100562		911a2a90-25b0-cf93-e814-5ea5f81bf6e0
366	ABB FT-1F(F129A501G01-PP	PPPPPPPP)		PPPPPPPP)			525207		911a2a90-25b0-cf93-e814-40a5185312a0
367	ABB FT1(129A501G01-PPPPP	PPPPP)BLACK COVER		PPPPP)BLACK COVER			797522		911a2a90-25b0-cf93-e814-40a580ae2ba0
368	ABB FT1(849A513G01-TC-CC	-CC-CC-CT) BLK CVR		-CC-CC-CT) BLK CVR			838093		911a2a90-25b0-cf93-e814-40a528de44a0
369	ABB FYU-M	MECHANICAL FUSE/DISC KIT		MECHANICAL FUSE/DISC KIT			604849		911a2a90-25b0-cf93-e814-40a580220e6d
370	ABB G1M3SS1-40B	30MM 3POS S/S MNT BLK W/ HOLDER		30MM 3POS S/S MNT BLK W/	HOLDER		74213		911a2a90-25b0-cf93-e814-40a520e1276d
371	ABB G1MP-NPE28-01/PUSH	TO TEST LINE 1 CUSTOM (C BG-NPE28-01)		TO TEST LINE 1 CUSTOM (C	BG-NPE28-01)		666678		911a2a90-25b0-cf93-e814-40a5b0235ea0
372	ABB G1MP-NPE29-01-11	TRIP/SECONDARY NAME PLT (CBG-NPE29-01)(G1MP-NPE2		TRIP/SECONDARY NAME PLT	(CBG-NPE29-01)(G1MP-NPE2	9-01)	924782		911a2a90-25b0-cf93-e814-40a5f03c78a0
373	ABB G1MP-NPE29-01-12	RESET/PRIMARY NAME PLT		RESET/PRIMARY NAME PLT			767970		911a2a90-25b0-cf93-e814-40a5b8ba91a0
374	ABB G1MP-NPE29-01-13	RESET/SECONDARY NAME PLT		RESET/SECONDARY NAME PLT			767766		911a2a90-25b0-cf93-e814-40a568d8aaa0
375	ABB G1MP-NPE29-01-18	CIERRE NAME PLATE		CIERRE NAME PLATE			263240		911a2a90-25b0-cf93-e814-40a568f1c3a0
376	ABB G1MP-NPE29-01-22	DISPARO NAME PLATE		DISPARO NAME PLATE			530402		911a2a90-25b0-cf93-e814-40a57825dfa0
377	ABB GAF460-10-11-70	.		.			55132		911a2a90-25b0-cf93-e814-40a5a81a436d
378	ABB HK1-11	MS116/132 SIDE MNT AUX 1 NO/1NC		MS116/132 SIDE MNT AUX 1	NO/1NC		396572		911a2a90-25b0-cf93-e814-40a5a0e15b6d
379	ABB HKF1-11	MS116/132 FRONT MOUNT AU X ,1NO		MS116/132 FRONT MOUNT AU	X ,1NO		645698		911a2a90-25b0-cf93-e814-40a5e038746d
380	ABB IB132-G	ENCLOSURE IP65 3X LOCKAB LE BLK		ENCLOSURE IP65 3X LOCKAB	LE BLK		514204		911a2a90-25b0-cf93-e814-40a588e58d6d
381	ABB IB132-Y	N12/IP65 MMS ENCLOSURE		N12/IP65 MMS ENCLOSURE			10780		911a2a90-25b0-cf93-e814-40a5808da76d
382	ABB IC2-1E-180-12500-277	-277		-277			685609		911a2a90-25b0-cf93-e814-5ea5f8660fe1
